209,105
208.944,101.597
208.777,98.1981
208.499,94.8062
208.11,91.4253
207.611,88.0589
207.002,84.7106
206.283,81.3841
205.456,78.0828
204.522,74.8104
203.481,71.5703
202.334,68.366
201.083,65.2009
199.73,62.0785
198.275,59.002
196.72,55.9747
195.067,53
193.317,50.0809
191.473,47.2207
189.536,44.4223
187.509,41.6888
185.393,39.0231
183.191,36.428
180.906,33.9064
178.539,31.4609
176.094,29.0941
173.572,26.8087
170.977,24.6069
168.311,22.4913
165.578,20.464
162.779,18.5272
159.919,16.683
157,14.9334
154.025,13.2802
150.998,11.7252
147.922,10.2702
144.799,8.91653
141.634,7.66578
138.43,6.51926
135.19,5.4782
131.917,4.5437
128.616,3.71678
125.289,2.99832
121.941,2.38908
118.575,1.88972
115.194,1.50079
111.802,1.22267
108.403,1.05568
105,1
101.597,1.05569
98.198,1.22268
94.8061,1.50079
91.4252,1.88975
88.0588,2.38911
84.7105,2.99835
81.384,3.71682
78.0827,4.54375
74.8103,5.47824
71.5702,6.51931
68.3659,7.66583
65.2008,8.91658
62.0783,10.2702
59.0019,11.7253
55.9746,13.2803
52.9999,14.9334
50.0808,16.683
47.2206,18.5272
44.4222,20.464
41.6887,22.4913
39.023,24.607
36.428,26.8087
33.9063,29.0942
31.4608,31.4609
29.0941,33.9064
26.8086,36.4281
24.6069,39.0231
22.4912,41.6889
20.4639,44.4224
18.5271,47.2207
16.683,50.081
14.9333,53
13.2802,55.9748
11.7252,59.002
10.2702,62.0785
8.91653,65.2009
7.66579,68.366
6.51927,71.5703
5.47822,74.8104
4.54372,78.0828
3.7168,81.384
2.99834,84.7106
2.3891,88.0588
1.88975,91.4252
1.50079,94.8062
1.22268,98.198
1.05569,101.597
1,105
1.05568,108.403
1.22266,111.802
1.50078,115.194
1.88972,118.575
2.38907,121.941
2.99831,125.289
3.71676,128.616
4.54368,131.917
5.47816,135.189
6.51921,138.43
7.66573,141.634
8.91647,144.799
10.2701,147.921
11.7252,150.998
13.2801,154.025
14.9333,157
16.6829,159.919
18.527,162.779
20.4638,165.577
22.4911,168.311
24.6068,170.977
26.8085,173.572
29.094,176.093
31.4607,178.539
33.9062,180.906
36.4278,183.191
39.0229,185.393
41.6886,187.509
44.4221,189.536
47.2205,191.473
50.0807,193.317
52.9998,195.066
55.9745,196.72
59.0017,198.275
62.0782,199.73
65.2006,201.083
68.3657,202.334
71.57,203.481
74.8101,204.522
78.0825,205.456
81.3837,206.283
84.7103,207.002
88.0585,207.611
91.4249,208.11
94.8058,208.499
98.1977,208.777
101.597,208.944
105,209
108.402,208.944
111.802,208.777
115.193,208.499
118.574,208.11
121.941,207.611
125.289,207.002
128.615,206.283
131.917,205.456
135.189,204.522
138.429,203.481
141.634,202.334
144.799,201.084
147.921,199.73
150.998,198.275
154.025,196.72
157,195.067
159.919,193.317
162.779,191.473
165.577,189.536
168.311,187.509
170.976,185.393
173.572,183.192
176.093,180.906
178.539,178.539
180.905,176.094
183.191,173.572
185.393,170.977
187.508,168.312
189.536,165.578
191.473,162.78
193.317,159.92
195.066,157.001
196.72,154.026
198.274,150.999
199.73,147.922
201.083,144.8
202.334,141.635
203.481,138.43
204.522,135.19
205.456,131.918
206.283,128.617
207.002,125.29
207.611,121.942
208.11,118.575
208.499,115.194
208.777,111.803
208.944,108.404
